CustomerID,Name,Age,Gender,EducationQualification,MonthlyEarning,MonthlyExpenditure,EmploymentStatus,EmploymentDuration,RentPaymentHistory,UtilityPaymentHistory,IncomeToExpenditureRatio,CreditPaymentHistory,CreditCardLimitUsage,CreditMix,CreditHistoryLength,InsuranceConsistency,NewCredit,CreditScore
766ecb15-474e-4c19-aef9-12766c006f61,Jacqueline Phillips,42,Male,Graduate,6047,4978.28,Part-Time,1-2 years,Poor(<70% on-time),Excellent (100% on-time),1.21,6+ Late Payments in Last 12 Months,0.06169,Only Loans,3-5 Years,All Active but One Missed Renewal,84,52.06
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,Sophia Dawson,62,Male,Graduate,5164,2444.44,Full-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.11,6+ Late Payments in Last 12 Months,0.22664,Only Credit Card,3-5 Years,No Insurance,31,55.73
db20a56e-dc81-4fe7-8eda-8bbb71710434,Sheila Stephens,58,Male,Graduate,15082,5305.09,Unemployed,6-12 months,Excellent (100% on-time),Fair(80-70% on-time),2.84,1-2 Late Payments in Last 12 Months,0.48727,Credit Card + One Loan Type,1-3 Years,Irregular Payments/Expired,66,56.88
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Wendy Evans,46,Female,Below High School,8203,7070.49,Full-Time,5+ years,Excellent (100% on-time),Poor(<70% on-time),1.16,1-2 Late Payments in Last 12 Months,0.80827,Only Loans,10+ Years,No Insurance,32,51.57
03c72ba8-d605-4770-8a63-f881ffd0f9d5,Phillip Rodriguez,32,Male,High School,6238,3286.91,Full-Time,1-2 years,Good (90-80% on-time),Fair(80-70% on-time),1.9,6+ Late Payments in Last 12 Months,0.92945,Only Loans,<6 Months,All Active and Paid On Time,76,31.72
c0e9ab30-ed26-42e9-97e0-11b7f8102383,Justin Brown,62,Female,Below High School,12511,8080.15,Full-Time,Less than 6 months,Excellent (100% on-time),Good (90-80% on-time),1.55,6+ Late Payments in Last 12 Months,0.51533,Only Credit Card,5-10 Years,All Active and Paid On Time,43,50.14
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,Eric Anderson,18,Female,Graduate,3205,2484.52,Part-Time,6-12 months,Excellent (100% on-time),No History,1.29,Defaulted/Collection,0.40331,Only Credit Card,6-12 Months,Irregular Payments/Expired,19,36.54
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,April Norton,42,Female,Diploma,15546,7688.87,Full-Time,6-12 months,No history,Excellent (100% on-time),2.02,Always On Time,0.95475,Only Credit Card,1-3 Years,Some Regular Policies,91,44.17
2a25a888-0f02-4ad0-a706-7ef466aa9385,Timothy Sexton,24,Female,Graduate,12700,9267.17,Full-Time,5+ years,Excellent (100% on-time),Fair(80-70% on-time),1.37,3-5 Late Payments in Last 12 Months,0.96286,Only Loans,5-10 Years,All Active but One Missed Renewal,75,45.2
63f2ae24-fc3d-4348-808d-4127610461e3,Mr. John Decker MD,26,Female,PhD,13654,5205.61,Part-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.62,3-5 Late Payments in Last 12 Months,0.19041,Only Credit Card,1-3 Years,Irregular Payments/Expired,1,65.15
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,Tina Little,41,Male,Diploma,8800,4178.03,Self-Employed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.11,6+ Late Payments in Last 12 Months,0.53146,Only Credit Card,5-10 Years,All Active but One Missed Renewal,6,58.03
b253d218-6c4a-47ea-8906-17f2747b6dba,Seth Curry,18,Female,Graduate,2217,857.59,Full-Time,1-2 years,Good (90-80% on-time),Excellent (100% on-time),2.59,Always On Time,0.82091,Only Loans,1-3 Years,All Active and Paid On Time,38,62.88
c88a618e-fed4-457d-bb02-6576f512c4c3,Barbara Graham,61,Male,Postgraduate,12651,9953.03,Full-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.27,6+ Late Payments in Last 12 Months,0.82226,Only Credit Card,5-10 Years,All Active and Paid On Time,78,45.02
7c967f79-b7e9-4aca-a970-65e18e46d534,Edward White,25,Male,Diploma,15106,6549.8,Part-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.31,1-2 Late Payments in Last 12 Months,0.68498,Only Loans,5-10 Years,Irregular Payments/Expired,28,60.89
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,Michelle Graham,41,Male,High School,7189,5251.15,Full-Time,2-5 years,Good (90-80% on-time),Excellent (100% on-time),1.37,3-5 Late Payments in Last 12 Months,0.47147,No Credit,6-12 Months,No Insurance,99,38.65
bc594585-9445-48c0-8ef8-c2d6f7fd5646,Benjamin White,28,Male,Diploma,2828,2448.99,Part-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.15,3-5 Late Payments in Last 12 Months,0.40366,Credit Card + Multiple Loan Types,10+ Years,All Active but One Missed Renewal,92,62.87
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,Austin Mitchell,68,Male,High School,1817,1120.48,Full-Time,5+ years,Fair(80-70% on-time),Excellent (100% on-time),1.62,1-2 Late Payments in Last 12 Months,0.80641,Credit Card + One Loan Type,<6 Months,All Active and Paid On Time,86,48.85
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Kim Flynn,34,Male,PhD,13696,8546.54,Full-Time,5+ years,Good (90-80% on-time),Excellent (100% on-time),1.6,3-5 Late Payments in Last 12 Months,0.22572,Only Loans,3-5 Years,All Active and Paid On Time,1,69.73
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,Nicholas Pace,25,Male,Postgraduate,10739,6192.32,Part-Time,2-5 years,Excellent (100% on-time),Poor(<70% on-time),1.73,Defaulted/Collection,0.42843,Credit Card + Multiple Loan Types,10+ Years,Some Regular Policies,96,48.28
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,Laura Atkins,52,Female,Graduate,8082,4004.91,Full-Time,5+ years,Excellent (100% on-time),Poor(<70% on-time),2.02,1-2 Late Payments in Last 12 Months,0.56686,Credit Card + Multiple Loan Types,<6 Months,No Insurance,59,54.92
118a9d29-2f92-4996-99f1-95d014822f53,Ann Huffman,52,Male,Postgraduate,5010,2932.82,Full-Time,1-2 years,Good (90-80% on-time),Poor(<70% on-time),1.71,3-5 Late Payments in Last 12 Months,0.83178,Only Credit Card,1-3 Years,All Active but One Missed Renewal,59,42.16
dca02eec-acda-4acc-9165-e21098543881,Roger Sullivan,50,Female,Postgraduate,8343,5520.43,Part-Time,5+ years,Good (90-80% on-time),Good (90-80% on-time),1.51,1-2 Late Payments in Last 12 Months,0.37385,Only Credit Card,6-12 Months,Irregular Payments/Expired,10,58.45
f10c718b-1eb0-438a-a75d-d5af3c365296,Vanessa Ramirez,22,Male,High School,13077,11659.39,Unemployed,5+ years,Good (90-80% on-time),Fair(80-70% on-time),1.12,6+ Late Payments in Last 12 Months,0.54866,Only Credit Card,6-12 Months,Irregular Payments/Expired,61,33.65
94340a03-3f07-4814-91d6-3f78e3e9de99,Anne Martin,59,Male,Postgraduate,4482,3866.44,Contract,5+ years,Excellent (100% on-time),Fair(80-70% on-time),1.16,1-2 Late Payments in Last 12 Months,0.27916,Only Credit Card,6-12 Months,Irregular Payments/Expired,53,53.72
14fcdd54-9e8f-4965-8a2c-827e98326856,Ashley Dunn,56,Male,Graduate,10664,8715.6,Unemployed,5+ years,Poor(<70% on-time),Good (90-80% on-time),1.22,1-2 Late Payments in Last 12 Months,0.83691,Credit Card + One Loan Type,10+ Years,All Active and Paid On Time,54,55.78
90b2b633-956b-4c0c-a849-9b926b5252e3,Shaun Henderson,58,Male,Postgraduate,8973,7478.8,Unemployed,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.2,6+ Late Payments in Last 12 Months,0.78554,Only Loans,1-3 Years,No Insurance,19,41.06
42c18a62-ef48-48d5-90fd-9d3f85d51695,Michael Jackson,45,Female,Postgraduate,6196,3598.08,Unemployed,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.72,1-2 Late Payments in Last 12 Months,0.8201,Credit Card + Multiple Loan Types,6-12 Months,All Active but One Missed Renewal,54,55.68
506e5a9a-b758-488d-ab73-295b344a54b8,Aaron Mayer,24,Female,Diploma,4693,3259.13,Contract,6-12 months,No history,Excellent (100% on-time),1.44,Always On Time,0.05748,Only Loans,10+ Years,All Active and Paid On Time,7,76.76
21813d25-6552-48a6-83ff-50113d1a85dd,Kimberly Lee,26,Female,High School,13581,11367.84,Self-Employed,2-5 years,Good (90-80% on-time),Fair(80-70% on-time),1.19,Defaulted/Collection,0.4869,Credit Card + One Loan Type,1-3 Years,Irregular Payments/Expired,2,44.46
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,Shane Smith,25,Male,Diploma,7052,3778.25,Part-Time,6-12 months,Excellent (100% on-time),Good (90-80% on-time),1.87,3-5 Late Payments in Last 12 Months,0.13584,Only Credit Card,5-10 Years,All Active and Paid On Time,21,66.95
ef8c485b-c07a-40f2-add4-253b50f0fd0a,Erin White,29,Male,Graduate,14356,12591.04,Full-Time,1-2 years,Poor(<70% on-time),Excellent (100% on-time),1.14,3-5 Late Payments in Last 12 Months,0.67376,Only Loans,1-3 Years,No Insurance,80,40.12
9f044aed-7552-4327-8262-7f7312922f83,Joseph Young,51,Male,Postgraduate,9352,5138.66,Self-Employed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.82,3-5 Late Payments in Last 12 Months,0.31139,Only Loans,3-5 Years,All Active and Paid On Time,60,63.06
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Taylor Tran,50,Female,Postgraduate,7508,4960.16,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.51,6+ Late Payments in Last 12 Months,0.77458,Credit Card + One Loan Type,6-12 Months,Irregular Payments/Expired,89,37.8
8181a8cc-3691-47eb-89a2-688b12c136e0,Jason Patrick,65,Male,Below High School,6656,4831.48,Part-Time,5+ years,Good (90-80% on-time),Fair(80-70% on-time),1.38,Always On Time,0.06517,Credit Card + One Loan Type,3-5 Years,All Active and Paid On Time,39,75.55
5958a499-eeea-463e-a1e8-ac6843e42caf,Richard Saunders,40,Female,Graduate,9712,8452.89,Contract,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.15,Always On Time,0.51326,Only Credit Card,10+ Years,All Active but One Missed Renewal,35,67.82
3e896c64-e117-4ac3-919c-4ea3e1805081,Jerry Ferguson,41,Female,Graduate,12515,5591.32,Part-Time,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),2.24,1-2 Late Payments in Last 12 Months,0.12367,Only Credit Card,<6 Months,All Active but One Missed Renewal,70,59.45
702cdd20-2862-48b8-88f4-ef125e9953d2,Rodney Avila,54,Male,Diploma,8296,6202.74,Part-Time,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),1.34,3-5 Late Payments in Last 12 Months,0.5579,Only Credit Card,1-3 Years,Some Regular Policies,41,47.83
4d71c366-b41b-4143-8b10-550cd5704f32,Shannon Thompson,52,Male,High School,10788,6607.54,Part-Time,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.63,Always On Time,0.60735,Credit Card + One Loan Type,10+ Years,Some Regular Policies,38,69.15
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,Stacy Macias,61,Female,Diploma,16232,7485.13,Part-Time,6-12 months,Fair(80-70% on-time),Poor(<70% on-time),2.17,3-5 Late Payments in Last 12 Months,0.46214,Only Credit Card,6-12 Months,All Active but One Missed Renewal,47,46.54
aaf91531-0200-41f0-8768-a84fa76afde6,Stephanie Nunez,57,Female,PhD,4971,3807.61,Part-Time,6-12 months,Excellent (100% on-time),Poor(<70% on-time),1.31,Always On Time,0.27965,Only Credit Card,<6 Months,All Active and Paid On Time,11,64.39
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,Christina Olsen,39,Female,Diploma,3919,2474.2,Contract,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.58,6+ Late Payments in Last 12 Months,0.03233,Credit Card + One Loan Type,<6 Months,Irregular Payments/Expired,20,58.16
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,Paul Wagner,44,Male,Graduate,4987,3473.87,Unemployed,2-5 years,Poor(<70% on-time),Excellent (100% on-time),1.44,3-5 Late Payments in Last 12 Months,0.66211,Only Credit Card,6-12 Months,All Active and Paid On Time,60,42.91
e3c43657-1d8c-4bac-83b4-09ef2260e70f,Sophia Richmond,52,Male,Postgraduate,12466,6154.97,Unemployed,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),2.03,Always On Time,0.87044,Only Credit Card,1-3 Years,All Active but One Missed Renewal,61,52.82
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,Nicole Tate,18,Male,Diploma,12068,7105.21,Full-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.7,Always On Time,0.73365,Credit Card + One Loan Type,6-12 Months,All Active but One Missed Renewal,59,61.11
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Jesse Wright,52,Male,PhD,8774,5882.2,Unemployed,1-2 years,Excellent (100% on-time),Good (90-80% on-time),1.49,6+ Late Payments in Last 12 Months,0.89302,Credit Card + Multiple Loan Types,6-12 Months,No Insurance,20,42.85
afffcfd2-341e-440b-97c7-00aab7b56ea7,Traci Rodriguez,54,Male,PhD,4616,2506.24,Full-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.84,6+ Late Payments in Last 12 Months,0.9295,No Credit,5-10 Years,Irregular Payments/Expired,44,41.13
81627cf1-4394-42e6-9a58-7e8aa25d6b29,Cheryl Beck,64,Male,Diploma,6341,2657.03,Full-Time,Less than 6 months,Excellent (100% on-time),Fair(80-70% on-time),2.39,6+ Late Payments in Last 12 Months,0.44955,Credit Card + One Loan Type,5-10 Years,All Active but One Missed Renewal,92,52.37
e87d1c78-e7c4-41c7-8049-7b717d106c60,Christina Perez,31,Female,Graduate,9220,8085.8,Contract,1-2 years,Good (90-80% on-time),Excellent (100% on-time),1.14,1-2 Late Payments in Last 12 Months,0.69799,Only Credit Card,1-3 Years,All Active and Paid On Time,86,48.42
a2607723-17a0-4f49-8d01-280fd89a40c0,Annette Fernandez,20,Female,Diploma,14307,8682.64,Full-Time,1-2 years,Excellent (100% on-time),No History,1.65,Defaulted/Collection,0.39738,Only Credit Card,1-3 Years,Some Regular Policies,56,38.12
0b49452d-46d4-43f3-9450-281c6c6f7633,Tricia Bailey,18,Female,Diploma,13144,9731.19,Full-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.35,3-5 Late Payments in Last 12 Months,0.91954,Only Loans,10+ Years,No Insurance,90,42.98
217d65a0-c568-41cd-9563-f61600e85ece,Omar Chandler,22,Male,Below High School,14759,8067.69,Part-Time,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),1.83,Always On Time,0.56297,Credit Card + One Loan Type,10+ Years,All Active but One Missed Renewal,68,66.86
295d6fbf-430f-401d-bad4-09e2a319dcb4,John Erickson,43,Female,Graduate,15842,8128.2,Contract,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.95,1-2 Late Payments in Last 12 Months,0.75245,Credit Card + Multiple Loan Types,10+ Years,No Insurance,41,62.91
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Teresa Smith,31,Male,Graduate,16459,8958.61,Full-Time,2-5 years,Excellent (100% on-time),Good (90-80% on-time),1.84,3-5 Late Payments in Last 12 Months,0.01452,Only Credit Card,10+ Years,Some Regular Policies,78,63.98
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,Karen Cruz,56,Male,High School,6781,3699.16,Self-Employed,5+ years,Poor(<70% on-time),Good (90-80% on-time),1.83,Always On Time,0.57555,Credit Card + One Loan Type,3-5 Years,Some Regular Policies,30,65.11
b0e6a969-e213-42b0-b1ee-dba313432e61,Jenny Soto,44,Female,Diploma,3828,2398.27,Self-Employed,2-5 years,Excellent (100% on-time),Poor(<70% on-time),1.6,Defaulted/Collection,0.74199,Only Credit Card,1-3 Years,No Insurance,85,28.03
093923de-8bab-4e3b-a628-6bfbe767dcea,Kevin Smith,26,Male,PhD,4540,2842.41,Contract,2-5 years,Good (90-80% on-time),Excellent (100% on-time),1.6,6+ Late Payments in Last 12 Months,0.25701,Credit Card + Multiple Loan Types,10+ Years,All Active and Paid On Time,33,67.68
8d7248e2-951f-48d0-9e84-f058d5a804eb,Kimberly Garcia,32,Female,Diploma,7897,4724.71,Unemployed,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.67,Always On Time,0.01437,Only Credit Card,5-10 Years,All Active and Paid On Time,79,72.44
0ab54bde-20a0-4502-ae06-809725e97977,Deborah Townsend,32,Female,High School,7418,2825.3,Part-Time,Less than 6 months,Excellent (100% on-time),Poor(<70% on-time),2.63,Defaulted/Collection,0.74363,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,28,47.6
eededb07-e623-4689-9d59-cd2a4eea04e7,Julie Wallace,43,Male,Graduate,14635,8746.54,Full-Time,2-5 years,Excellent (100% on-time),Good (90-80% on-time),1.67,1-2 Late Payments in Last 12 Months,0.33809,Only Credit Card,5-10 Years,All Active but One Missed Renewal,92,61.24
0a368ce7-dc57-4131-b8e1-daa7cbceabde,Joe Gordon,59,Female,PhD,7615,3057.14,Full-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.49,1-2 Late Payments in Last 12 Months,0.42879,Credit Card + Multiple Loan Types,3-5 Years,Some Regular Policies,18,74.55
ae9bec36-35c7-436c-9b99-62c6e61fecc0,Wayne Barnes,30,Female,Diploma,16049,6029.31,Part-Time,2-5 years,Excellent (100% on-time),Good (90-80% on-time),2.66,6+ Late Payments in Last 12 Months,0.56205,No Credit,3-5 Years,All Active and Paid On Time,72,47.12
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,Maria Weaver,68,Female,Graduate,2618,2250.4,Contract,1-2 years,Excellent (100% on-time),Good (90-80% on-time),1.16,3-5 Late Payments in Last 12 Months,0.11025,Only Credit Card,1-3 Years,All Active and Paid On Time,41,59.72
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,Matthew Thompson,49,Female,Postgraduate,3571,2367.47,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.51,1-2 Late Payments in Last 12 Months,0.10355,Credit Card + One Loan Type,6-12 Months,Some Regular Policies,2,74.4
bfddc3d9-9ee3-4c2a-b94d-62046808593f,Wanda Short,56,Male,Diploma,8982,6248.72,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.44,Always On Time,0.96088,Credit Card + Multiple Loan Types,1-3 Years,All Active but One Missed Renewal,33,64.16
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,James Richardson,66,Female,Postgraduate,10397,5625.57,Contract,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.85,1-2 Late Payments in Last 12 Months,0.3389,Credit Card + Multiple Loan Types,1-3 Years,All Active and Paid On Time,20,72.53
ccc56569-f9e8-4369-a999-b735dd56cc94,Jennifer Cruz,69,Female,Diploma,3182,2690.03,Self-Employed,1-2 years,No history,Excellent (100% on-time),1.18,3-5 Late Payments in Last 12 Months,0.25552,Only Credit Card,5-10 Years,Irregular Payments/Expired,56,52.09
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,Sergio Andrews,49,Female,Graduate,3987,2722.16,Contract,2-5 years,Fair(80-70% on-time),Poor(<70% on-time),1.46,3-5 Late Payments in Last 12 Months,0.04774,Only Credit Card,1-3 Years,No Insurance,26,53.76
ecab3301-bc8f-4d29-adea-94930658663a,Franklin Harris,21,Male,Graduate,5230,3982.66,Unemployed,6-12 months,Fair(80-70% on-time),Excellent (100% on-time),1.31,3-5 Late Payments in Last 12 Months,0.17393,Credit Card + Multiple Loan Types,5-10 Years,All Active but One Missed Renewal,7,70.09
696608aa-ee49-4329-884a-7b28550a1b46,Leslie Vance,47,Female,Graduate,8916,4646.46,Contract,6-12 months,Good (90-80% on-time),Excellent (100% on-time),1.92,3-5 Late Payments in Last 12 Months,0.4309,No Credit,1-3 Years,All Active and Paid On Time,95,47.09
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,Gabriel Guzman,54,Male,High School,13880,12158.98,Self-Employed,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.14,1-2 Late Payments in Last 12 Months,0.34207,Credit Card + One Loan Type,10+ Years,All Active but One Missed Renewal,85,66.02
28c13091-444d-410b-bf87-e362cf8d446a,Lori Smith,40,Female,Postgraduate,7483,5928.61,Part-Time,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.26,3-5 Late Payments in Last 12 Months,0.42458,Only Loans,<6 Months,All Active but One Missed Renewal,5,56.25
61ee411a-1bac-47a7-b386-f7a4c991603f,Edward Taylor,56,Female,Diploma,4409,3581.74,Unemployed,2-5 years,Good (90-80% on-time),Fair(80-70% on-time),1.23,Always On Time,0.70391,Credit Card + One Loan Type,1-3 Years,Some Regular Policies,27,57.83
787f2425-dbcc-4477-89e9-db0adf465290,Alison Adams,62,Female,High School,12496,5039.84,Part-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.48,Always On Time,0.64179,Only Loans,1-3 Years,All Active and Paid On Time,63,62.93
eb1fa9f2-d10b-41d0-b317-347038f16a81,Phillip Jenkins,32,Male,Below High School,5458,2524.75,Full-Time,1-2 years,Excellent (100% on-time),Fair(80-70% on-time),2.16,3-5 Late Payments in Last 12 Months,0.49315,Only Loans,6-12 Months,No Insurance,32,48.27
d20eac17-4e20-4d1a-9983-36e375d66ed4,Yolanda Brown,60,Male,Graduate,15496,7304.44,Full-Time,1-2 years,Excellent (100% on-time),Good (90-80% on-time),2.12,Always On Time,0.81482,Credit Card + One Loan Type,<6 Months,Irregular Payments/Expired,28,57.75
39118497-3a43-42ba-9f0f-06cbcb9bc326,Malik Washington,46,Male,Graduate,4851,2243.81,Self-Employed,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.16,Always On Time,0.85732,Only Loans,3-5 Years,All Active but One Missed Renewal,60,60.62
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Kristen Larson,53,Male,Below High School,7026,5713.86,Unemployed,1-2 years,Excellent (100% on-time),Fair(80-70% on-time),1.23,Always On Time,0.59081,Credit Card + One Loan Type,1-3 Years,All Active and Paid On Time,19,63.23
